"NAME","ROLE"
"O'Neill, Phelim, Sir, 1604?","Author"
"Pufendorf, Samuel, Freiherr von, 1632-1694.","Author"
"Pym, John, 1584-1643.","Author"
"Bower, Edward, ,artist.","Author"
"Parker, Robert, 1564-1614.","Author"
"Jenkins, Leoline, Sir, 1623-1685.","Author"
"Parker, Samuel, 1681-1730.","Author"
"Parkinson, James, 1653-1722.","Author"
"Captain of Horse.","Author"
"F. G.",""
"Bailey, Mathias 1654","Stationer"
"Englefield, Francis, Sir, d. 1596?","Author"
"Garfield, John 1647","Printer, Bookseller"
"Partlicius, Simeon, fl. 1620-1624.","Author"
"Westbrooke, Richard 1638","Stationer"
"Paruta, Paolo, 1540-1598.","Author"
"Pascal, Blaise, 1623-1662.","Author"
"Perier, Madame (Gilberte), 1620-1685.","Author"
"Walker, Joseph.","Author"
"Filleau de la Chaise, Jean, 1631-1688.","Author"
"Nobleman of that university.","Author"
"Giffard, Bonaventure, 1642-1734.","Author"
"Smith, James, 1645-1711.","Author"
"Ellis, Philip, 1652-1726.","Author"
"Godfrey, Michael, d. 1695.","Author"
"M. P., 17th cent.","Author"
"Payne, Henry Neville, fl. 1672-1710.","Author"
"P. N.","Author"
"Peachi, John, fl. 1683.","Author"
"Ent, George, Sir, 1604-1689.","Author"
"Physitian in the countrey.","Author"
"Burwell, Thomas, 1626-1702.","Author"
"Simpson, William, M.D.","Author"
"Skinner, Dr.","Author"
"Paybody, Thomas 1642","Bookseller, Printer"
"Peaps, William.","Author"
"Scott, Thomas 1682","Stationer"
"Chatfield, Stephen 1654","Bookseller"
"Quarr√©, Jean-Hugues, 1580-1656.","Author"
"Stanley, Thomas, Sir, of Cumberlow Green, Herts.","Author"
"Quatermayne, Roger.","Author"
"Satterthwaite, Samuel 1639","Bookseller"
"Goughe, Alexander.","Author"
"Forster, Robert jr 1625","Bookseller, Bookbinder"
"Fisher, James, minister of the Gospel in Sheffield.","Author"
"Urquhart, Thomas, Sir, 1611-1660.","Author"
"Democritus Pseudomantis.","Author"
"Anglicus.","Author"
"Baddeley, Richard 1650","Bookseller"
"Resbury, Richard, 1607-1674.","Author"
"Haddoke, Richard.","Author"
"Roberts, George 1649","Bookseller"
"Brooke, Richard, Capt.","Author"
"Hide, Richard.","Author"
"Croplie, Thomas.","Author"
"Smith, Henry 1681","Stationer"
"Lewis, William 1716","Printer"
"Taylor, William 1700","Bookseller"
"Baker, John 1702","Stationer"
"Radcliffe, Alexander, fl. 1669-1696.","Author"
"Reynolds, Edward, 1629-1698.","Author"
"Thomason, George 1647","Publisher"
"George, Richard 1664","Bookbinder"
"Reynolds, John, of Kings-Norton.","Author"
"Shelton, Joseph, fl. 1691-1696.","Author"
"Reynolds, John, d. 1693?","Author"
"Richardson, John, 1580-1654.","Author"
"Northcot, Richard 1677","Bookseller"
"E. R., Gent.","Author"
"Richardson, Samuel, fl. 1643-1658.","Author"
"Richelieu, Armand Jean du Plessis, duc de, 1585-1642.","Author"
"DugrËs, Gabriel, fl. 1643.","Author"
"Ricraft, Josiah, fl. 1645-1679.","Author"
"Hancock, John 1811","Engraver/etcher"
"Rigby, Alexander, 1594-1650.","Author"
"Culpeper, Alice.","Author"
"Rand, William.","Author"
"Riolan, Jean, 1580-1657.","Author"
"Risley, Thomas, 1630-1716.","Author"
"Sheeres, Henry, Sir, d. 1710.","Author"
"Roberts, Francis, 1609-1675.","Author"
"Mottershed, Edward 1633","Stationer"
"George, Walter 1656","Stationer"
"Robinson, Henry, 1605?","Author"
"Van Hove, Frederick Hendrick.","Author"
"Robinson, John, 1650-1723.","Author"
"Robinson, John, 17th cent.","Author"
"Rawlins, William 1685","Printer"
"Robinson, Thomas, Sir.","Author"
"Roycroft, S 1686","Printer"
"Robinson, Thomas, d. 1719.","Author"
"Rochefort, C√©sar de, b. 1605.","Author"
"Breton, Raymond, 1609-1679.","Author"
"B. D.","Author"
"Cheek, Thomas.","Author"
"Roderick, Richard, 1647 or 8-1730.","Author"
"Clements, Henry I 1646","Bookseller"
"D. R. (Daniel Rogers), 1573-1652.","Author"
"Rogers, John, 1627-1665?","Author"
"Rogers, John, b. 1647.","Author"
"T. R. (Thomas Rogers), 1660-1694.","Author"
"Rogers, Timothy, 1658-1728.","Author"
"Rookwood, Ambrose, 1664-1696.","Author"
"Raleigh, Walter, 1586-1646.","Author"
"Ramazzini, Bernardino, 1633-1714.","Author"
"St. Clair, Robert N.","Author"
"Newton, William 1694","Bookseller"
"Adams, John 1610","Bookseller, Bookbinder"
"Author of the Broad-side.","Author"
"Row, James, 17th cent.","Author"
"Rowe, Elizabeth Singer, 1674-1737.","Author"
"Birmingham Shakespeare Library.","Author"
"Rule, Gilbert, 1629?","Author"
"Nelthorpe, Richard, d. 1685.","Author"
"W. R. (Walter Rumsey), 1584-1660.","Author"
"Blount, Henry, Sir, 1602-1682.","Author"
"Grandison, William Villiers, Viscount, 1614-1643.","Author"
"Greene, Thomas 1643","Bookseller"
"Arlington, Henry Bennet, Earl of, 1618-1685.","Author"
"Williams, John 1685","Bookseller"
"Rust, George, d. 1670.","Author"
"Browne, Robert 1648","Playing-card maker (manufacturing)"
"Ruthven, Patrick Ruthven, Lord, d. 1566.","Author"
"Greene, Richard 1685","Stationer"
"Ryves, Bruno, 1596-1677.","Author"
"Wharton, George, Sir, 1617-1681.","Author"
"Peisley, Antony 1692","Bookseller"
"Rapin, Ren√©, 1621-1687.","Author"
"Ford, John 1671","Bookseller"
"Poole, Joseph 1682","Bookseller"
"Raveneau de Lussan, Sieur.","Author"
"Montauban, Sieur de, ca. 1650-1700.","Author"
"Rawlet, John, 1642-1686.","Author"
"Rauwolf, Leonhard, ca. 1540-1596.","Author"
"Ray, John, 1627-1705.","Author"
"Staphorst, Nicolaus, 1679-1731.","Author"
"Belon, Pierre, 1517?","Author"
"Barrell, Thomas 1659","Stationer"
"Willughby, Francis, 1635-1672.","Author"
"Simonds, Nevill 1647","Stationer"
"Barley, Richard 1654","Bookseller"
"Richardson, Richard 1647","Stationer"
"Million, Henry 1653","Stationer"
"M. R.","Author"
"N. R.","Author"
"H. B., Citizen of London.","Author"
"Miller, George 1665","Printer"
"Lindsay, Alexander, ca. 1561-1639.","Author"
"Grahame, George.","Author"
"Redi, Francesco, 1626-1698.","Author"
"Reeve, John, 1608-1658.","Author"
"Author of The remarques on the town.","Author"
"Banckes, Matthew.","Author"
"Keuchenius, Robertus, 1636-1673.","Author"
"Renfrewshire. Commissioners for Inquiring into the Witchcraft in the Sheriffdom.","Author"
"Gentleman of the town of Elvas.","Author"
"T. R. Honest letter to a doubtfull friend.","Author"
"H. W., Sir.","Author"
"Moore, Robert 1684","Stationer"
"W. R.","Author"
"W. R., Doctor in physick.","Author"
"Foullerton, John.","Author"
"Lawrie, William, d. 1700?","Author"
"Marketing/Technology Service.","Author"
"Angus, James Douglas, Earl of, 1671-1692.","Author"
"Birne, Luke.",""
"P. S.","Author"
"Moray, Alexander Stewart, Earl of, d. 1701.","Author"
"Tweeddale, John Hay, Marquess of, 1626?","Author"
"Fraser, Andrew.","Author"
"E. S., D.D.","Author"
"T. S.","Author"
"T. S. Epistle from a late Roman Catholick to the Very Reverend Dr. Edward Stillingfleet, Dean of St. Paul's.","Author"
"Harding, John 1675","Bookseller"
"Paterson, William.","Author"
"Zouch, Humphrey.","Author"
"Taylor, Thomas 1671","Bookseller"
"Robinson, Francis 1653","Stationer"
"Swadlin, Thomas, 1600-1670.","Author"
"Dugdale, Richard.","Author"
"Gondomar, Diego Sarmiento de AcuÒa, Conde de, 1567-1626.","Author"
"Lerma, Francisco de Sandoval y Rojas, Duque de, 1552-1625.","Author"
"Bunce, Thomas 1665","Printer"
"English covenanter.","Author"
"Dudley, Thomas, 1576-1653.","Author"
"Massachusetts","Author"
"Allen, John 1698","Bookseller"
"Scougal, Henry, 1650-1678.","Author"
"Throckmorton, Nicholas, Sir, 1515-1571.","Author"
"Saavedra Fajardo, Diego de, 1584-1648.","Author"
"Astry, James, Sir.","Author"
"Havers, G. (George)","Author"
"Marriot, George 1674","Bookseller"
"Learned pen.","Author"
"Briscoe, John 1651","Stationer"
"Wallis, Thomas 1655","Stationer"
"G. S.","Author"
"Moor, Francis, defendant.","defendant"
"Rudyard, Thomas, d. 1692, defendant.","defendant"
"Mew, Richard, defendant.","defendant"
"Terence. Eunuchus.","Author"
"Gibson, John, fl. 1661.","Author"
"Martini, Martino, 1614-1661.","Author"
"Semedo, Alvaro, 1585-1658.","Author"
"Sempill, James, Sir, 1566-1625.","Author"
"Sempill, Robert, 1595?","Author"
"Senault, Jean-Fran√ßois, 1601-1672.","Author"
"Sennert, Daniel, 1572-1637.","Author"
"Cole, Abdiah, ca. 1610-ca. 1670.","Author"
"Metcalfe, Thomas 1694","Bookseller"
"Smith, John, Gent.","Author"
"Lenthall, John, Sir, 1625-1681.","Author"
"Spencer, John, 1601-1671.","Author"
"Pierce, Thomas 1676","Bookseller"
"Wade, John, fl. 1660-1680.","Author"
"Needham, Benjamin 1682","Stationer"
"Million, John 1666","Bookseller"
"Lambert, Edward.","Author"
"Ernle, Walter, Sir.","Author"
"Graves, Thomas 1683","Bookseller"
"Johnson, Benjamin 1675","Stationer"
"Fitzgerrald, Maurice.","Author"
"Macnamara, John, Gent.","Author"
"Nash, James.","Author"
"Richard, W 1682","Bookseller"
"Perkin, Richard, 17th cent.","Author"
"Wright, Simeon.","Author"
"Venables, Robert, 1612?","Author"
"Fitton, Edward, Sir, 1603-1643.","Author"
"Moore, John, 17th cent.","Author"
"Ashton, Ralph.","Author"
"Mordaunt, John Mordaunt, Viscount, 1627-1675.","Author"
"Slingsby, Henry, Sir, 1602-1658.","Author"
"Hewit, John, 1614-1658.","Author"
"Rosimond, sieur, 1645-1686.","Author"
"J. F. (John Fountain). Rewards of vertue.","Author"
"Green, D 1682","Bookseller"
"Somers, John Somers, Baron, 1651-1716.","Author"
"Author of Absalom & Achitophel.","Author"
"Leslie, Charles, 1650-1722.","Author"
"Shaftesbury, Anthony Ashley Cooper, Earl of, 1671-1713.","Author"
"Sharp, John, 1645-1714.","Author"
"Gwalter, William 1678","Stationer"
"Villiers, Pierre de, 1648-1728.","Author"
"Holford, Samuel 1685","Bookseller, Publisher"
"Ariadne.","Author"
"Sheffield, John, fl. 1643-1647.","Author"
"Shelton, Thomas, 1601-1650?","Author"
"Horton, William 1676","Stationer"
"Manilius, Marcus. Astronomicon Appendix.","Author"
"Brooke, Nathaniel.","Author"
"Marino, Giambattista, 1569-1625.","Author"
"Preti, Girolamo, 1582-1626.","Author"
"Saint-Amant, Marc Antoine GÈrard, sieur de, 1594-1661.","Author"
"Colluthus, of Lycopolis. Rape of Helen. English.","Author"
"Sheridan, Thomas, 1646-ca. 1688.","Author"
"Ford, Edward, 17th cent.","Author"
"Whetcombe, Tristram.","Author"
"Williams, Thomas, A.M.","Author"
"Marshall, James 1650","Stationer"
"Sherwood, Thomas, Practitioner in physick.","Author"
"Franklin, John 1636","Stationer"
"Shields, Alexander, 1660?","Author"
"Shipman, Thomas, 1632-1680.","Author"
"Lucian, of Samosata. Dialogues of the dead.","Author"
"Shirley, John, 1648-1679.","Author"
"J. S. (John Shirley), M.D.","Author"
"H. J.","Author"
"Wafer, Lionel, 1660?","Author"
"English factor.","Author"
"Hooton, Elizabeth, ca. 1600-1672.","Author"
"Hooton, Oliver.","Author"
"Simpson, William, 1627?","Author"
"Fortescue, William.","Author"
"Shotterel, Robert.","Author"
"Salas Barbadillo, Alonso Jer√≥nimo de, 1581-1635.","Author"
"Sales, W., Sir.","Author"
"Sibbald, James, 1590?","Author"
"Sibbald, Robert, Sir, 1641-1722.","Author"
"Deusing, Anton, 1612-1666.","Author"
"Sibscota, George.","Author"
"E. B., Esquire.","Author"
"Crenius, Thomas, 1648-1728.","Author"
"Ross, Thomas, d. 1675.","Author"
"Silius Italicus, Tiberius Catius.","Author"
"Jeffery, William, 1616-1693.","Author"
"Monck, Thomas.",""
"Reynolds, William, 1625-1698.","Author"
"Stanley, Fr. (Francis), d. 1696.","Author"
"Wright, Joseph, 1623-1703.","Author"
"Hanson, Geo.",""
"Clemens non Papa, Jacobus, ca. 1510-ca. 1555.","Author"
"Johnstoun, Arthur, 1587-1641.","Author"
"Slater, Samuel, d. 1704.","Author"
"Slezer, John, d. 1714.","Author"
"Trenchard, John, Sir, 1640-1695.","Author"
"Smith, Mr., d. 1651.","Author"
"Wharton, Guilbert 1605","Stationer"
"Coleman, Samuel.","Author"
"Smith, Francis, d. 1688, defendant.","defendant"
"Curtis, Jane, defendant.","defendant"
"Smith, John, fl. 1633-1673.","Author"
"Oakes, William 1612","Printer ?"
"Smith, John, Captain, lieutenant under Col. Rainsborough.","Author"
"Smith, John, b. 1648?","Author"
"Smith, John, fl. 1673-1680.","Author"
"Dawes, George 1686","Stationer"
"Smith, John, d. 1684.","Author"
"Smith, John, fl. 1675-1711.","Author"
"Smith, John, Rector of St. Mary's in Colchester.","Author"
"Smith, John, 1630-1679.","Author"
"Smith, John, 1618-1652.","Author"
"Smith, John, of Walworth.","Author"
"Salmon, Thomas, 1648-1706.","Author"
"N. E.","Author"
"Smith, Thomas, 1638-1710.","Author"
"Smith, Thomas, 1623 or 4-1661.","Author"
"Smith, William, Sir, 1616 or 17-1696.","Author"
"Smith, William, Vice-Admiral.","Author"
"Smith, William, fl. 1660-1686.","Author"
"Page, Dixy 1664","Bookseller"
"Smith, William, Rector of Bitterley.","Author"
"Robinson, Edward sr 1656","Bookseller"
"Smith, William, b. 1615 or 16.","Author"
"Smith, William, D.D.","Author"
"Smith, William.","Author"
"Jabir ibn <U+1E24>ayyan.","Author"
"Artephius. Liber secretus artis occultae. English.","Author"
"Harshfield, John.","Author"
"Worthy member of the House of Commons.","Author"
"Gentleman in the countrey.","Author"
"Disney, Gervase, 1641-1691.","Author"
"Hawkins, Francis, 1628-1681.","Author"
"Powell, John, Sir, 1645-1713.","Author"
"Brome, James, d. 1715.","Author"
"SorbiËre, Samuel, 1615-1670.","Author"
"Sorel, Charles, 1602?","Author"
"Soulign√©, de.","Author"
"Sparrow, Anthony, 1612-1685.","Author"
"Caldwell, John, 1628-1679.","Author"
"Gawen, John, 1640-1679.","Author"
"Whitbread, Thomas, 1618-1679.","Author"
"Barrow, William, 1610-1679.","Author"
"Gryp, Dirck,","Author"
"Humble, William 1612","Bookseller"
"Goos, Abraham,","Author"
"Speed, John, 1628-1711.","Author"
"R. S. (Robert Speed)","Author"
"Speed, Samuel, 1631-1682.","Author"
"Stephens, Jeremiah, 1591-1665.","Author"
"Bigod, Francis, Sir, 1508-1537.","Author"
"Gibson, Edmund, 1669-1748.","Author"
"Spelman, John, Sir, 1594-1643.","Author"
"Graves, William I 1631","Bookseller"
"Spencer, John, 1630-1693.","Author"
"Spencer, John, Gentleman.","Author"
"Dudley, H 1641","Bookseller"
"Spencer, John 1617","Bookseller, Stationer, Librarian/owner of circulating library"
"Spencer, John, Groom.","Author"
"Fuller, Thomas, (1608-1661)","Author"
"Chapman, Thomas 1687","Bookseller"
"Spon, Jacob, 1647-1685.","Author"
"White, Bernard 1660","Stationer"
"Chorier, Nicolas, 1612-1692.","Author"
"Spon, Issac, 1647-1685.","Author"
"Berrie, J.","Author"
"Wren, Christopher, Sir, 1632-1723.","Author"
"Randall, James 1646","Stationer"
"Sprigg, William, fl. 1657.","Author"
"Blagrave, Robert 1656","Bookseller"
"Stair, James Dalrymple, Viscount of, 1619-1695.","Author"
"Wilson, John, 1595-1674.","Author"
"Philalethes, Eirenaeus.","Author"
"Stephens, Thomas, d. 1677.","Author"
"Sammes, Aylett, 1636?","Author"
"Sterne, John, 17th cent.","Author"
"Browne, Joseph, fl. 1678.","Author"
"Steel, Laurence, d. 1684.","Author"
"Steele, Richard, Sir, 1672-1729.","Author"
"Stennett, Joseph, 1663-1713.","Author"
"Stephens, Edward, d. 1706.","Author"
"Keynton, Matthew 1656","Bookseller"
"Stephens, Nathaniel, 1606?","Author"
"Stephens, Thomas, fl. 1648-1677.","Author"
"Pearson, Peter, 17th cent.","Author"
"Robinson, William, d. 1659.","Author"
"Stephenson, Marmaduke, d. 1659.","Author"
"Dyer, Mary, d. 1660.","Author"
"Sterry, Peter, 1613-1672.","Author"
"Stevenson, Matthew, fl. 1654-1685.","Author"
"Place, John 1645","Bookseller, Stationer"
"Stevenson, Matthew, d. 1684.","Author"
"Steward, Richard, 1593?","Author"
"Rumball, Richard 1671","Bookbinder, Bookseller"
"Lake, John, 1624-1689.","Author"
"Trelawny, Jonathan, Sir, 1650-1721.","Author"
"Turner, Francis, 1638?","Author"
"White, Thomas, 1628-1698.","Author"
"Beaumont, Robert 1650","Bookseller"
"Stirling, James, 1631-1672?","Author"
"Stokes, David, 1591?","Author"
"Glover, George.","Author"
"Stokes, Will.","Illustrator"
"Mather, Samuel, 1626-1671.","Author"
"Stone, Samuel, 1602-1663.","Author"
"Story, Thomas, 1662-1742.","Author"
"Stoppa, Giovanni Battista.","Author"
"Strachan, William.","Author"
"Strada, Famiano, 1572-1649.","Author"
"Stradling, George, 1621-1688.","Author"
"Strafford, Thomas Wentworth, Earl of, 1593-1641.","Author"
"Gentleman of Good worth, being an eye-witness.","Author"
"Strong, James, 1618 or 19-1694.","Author"
"Morrison, John, 17th cent.","Author"
"Struys, Jan Janszoon, d. 1694.","Author"
"Butler, David, Captain.","Author"
"Stubbes, Henry, 1606?","Author"
"Sardi, Pietro, b. 1559?","Author"
"Tartaglia, NiccolÚ, d. 1557.","Author"
"Henshaw, Thomas, 1618-1700.","Author"
"Citizen of London.","Author"
"Sturgion, John.","Author"
"Faireclough, Samuel, 1625?","Author"
"[Sutton, Katherine]","Author"
"Swammerdam, Jan, 1637-1680.","Author"
"Tyson, Edward, 1650-1708.","Author"
"Swinhoe, Gilbert, fl. 1658.","Author"
"Moreto, AgustÌn, 1618-1669.","Author"
"Sikes, George.","Author"
"Symmons, Edward.","Author"
"Norton, Roger jr 1658","Printer"
"Sanderson, William, Sir, 1586?","Author"
"Sandilands, Robert.","Author"
"Sandoval, Prudencio de, ca. 1560-1620.","Author"
"Sandys, Edwin, 1611 or 12-1642.","Author"
"Nobbes, Christopher 1693","Publisher"
"Philopatris.","Author"
"Saumi√®res, Jacques de Langlade, baron de, ca. 1620-1680.","Author"
"Saunders, C. (Charles), fl. 1681.","Author"
"Saunders, Richard, 1613-1675.","Author"
"H. S. (Henry Savage), 1604?","Author"
"Vaughan, William, fl. 1664, engraver.","engraver"
"Watkins, Zachery 1655","Stationer"
"Saywell, William, 1643-1701.","Author"
"Scaife, William.","Author"
"Scaife, Isabel..",""
"Scamler, Robert, b. 1653 or 4.","Author"
"Scamozzi, Vincenzo, 1552-1616.","Author"
"Schuym, Joachim.","Author"
"W. F. (William Fisher)","Author"
"Scarron, Monsieur, 1610-1660.","Author"
"True Englishman.","Author"
"Schottus, Franciscus, 1548-1622.","Author"
"Warcupp, Edmund.","Author"
"Maersche, Corn. ‡.",""
"Rijksuniversiteit te Leiden. Anatomisch Kabinet.","Author"
"Schuyl, Frans.",""
"Blancken, Gerard.",""
"Scot, Reginald, 1538?","Author"
"Potenger, John, 1647-1733.","Author"
"Bromley, William, 1664-1732.","Author"
"Thompson, Thomas.","Author"
"Thomson, George, 17th cent.","Author"
"Starkey, George, 1627-1665.","Author"
"Thomson, George, fl. 1648-1679.","Author"
"Amelot de La Houssiae, Abraham-Nicolas, Sieur, 1634-1706.","Author"
"Ablancourt, sieur d', 1621-1696.","Author"
"Thoroton, Robert, 1623-1678.","Author"
"Manasseh ben Israel, 1604-1657.","Author"
"Thorowgood, Thomas, d. ca. 1669.","Author"
"R. B. G. A review of Doctor Bramble.","Author"
"Buncle, Seth-Mountley..",""
"Norris, William 1662","Stationer"
"Barker, Ralph, 1648-1708.","Author"
"Barker, Ralph, 1648-1708, publisher.","publisher"
"Howes, Joseph 1677","Stationer"
"Whichcote, Benjamin, 1609-1683.","Author"
"Tillotson, John 1690","Bookseller"
"Tillotson, J 1690","Bookseller"
"White, Robert, 1600-1690, engraver.","engraver"
"Brett, Samuel.","Author"
"Tallemant, Paul, 1642-1712.","Author"
"Bakehouse, Tho.",""
"Doxie, Jo.",""
"Bakehouse, Jo.",""
"Tanner, Thomas, 1630-1682.","Author"
"Tanner, Thomas, 1674-1735.","Author"
"Rudyerd, James, b. 1575 or 6.","Author"
"Pearce, Edward, fl. 1685.","Author"
"Sawbridge, John, fl. 1685.","Author"
"Tayloe, Robert.",""
"Emerson, Joseph, fl. 1685.","Author"
"Committee for the Militia of London.","Author"
"Gloucester (England). City Council.","Author"
"Ward, Patience, Sir, 1629-1696.","Author"
"Stirling, Mary Vanlore Alexander, Countess of, d. ca. 1660.","Author"
"Blount, John.","Author"
"Tobin, Maurice.","Author"
"Tokefield, George.","Author"
"Wagstaffe, Thomas, 1645-1712.","Author"
"Walker, Anthony, d. 1692.","Author"
"W. H.","Author"
"Henn, Hugh 1634","Stationer"
"Cragge, John, Gent.","Author"
"Vaughan, Henry, Sir, 1587?","Author"
"Fforest, Edward 1637","Stationer"
"Tomkins, Thomas, 1637?","Author"
"G. T. (George Tooke), 1595-1675.","Author"
"G. T. (Giles Tooker)","Author"
"J. S., fl. 1697.","Author"
"Brown, William 1681","Stationer"
"Touchet, Anselm, d. 1689?","Author"
"Maddison, Henry.",""
"Newcastle upon Tyne (England). Town Council.","Author"
"Johnson, Nathaniel, Sir, d. 1712.","Author"
"Traherne, Philip, d. ca. 1725.","Author"
"Roberts, Jasper 1700","Stationer"
"Traherne, Thomas, d. 1674.","Author"
"Bridge, Samuel 1661","Printer, Bookseller"
"Trapp, John, 1601-1669.","Author"
"Trapp, Joseph, 1601-1669.","Author"
